source,policy,scenario,day,residentBand,samples,residentPopulation,marginalCost,foodProduction,foodConsumption,communityLabor,communityContribution,coreLaborReleased,totalEffectiveLabor,dailyNetFood,dailyNetResources,marginalLaborContribution,marginalResourceProduction,cookingCapacity,repairSupport,medicalSupport,defenseRiskReduction,rationNeeded
counterfactual,,mature-infrastructure:logistics,20,25+,1,29,1,0,32,7.95,15.25,7.95,7.95,-1,0,0,0,8,1,2,0.09,32
counterfactual,,mature-infrastructure:logistics,20,25+,1,30,1,0,33,8.2,15.5,8.2,8.2,-1,0,0.25,0,8,1,2,0.1,33
counterfactual,,mature-infrastructure:repair,20,0-4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
counterfactual,,mature-infrastructure:repair,20,0-4,1,1,1,0,4,0,0,0,0,-1,0,0,0,0,0,0,0,4
counterfactual,,mature-infrastructure:repair,20,0-4,1,2,1,0,5,0.4,1,0.4,0.4,-1,0,0.4,0,1,0,0,0,5
counterfactual,,mature-infrastructure:repair,20,0-4,1,3,1,0,6,2.65,5.25,2.65,2.65,-1,4,2.25,4,1,4,0,0.01,6
counterfactual,,mature-infrastructure:repair,20,0-4,1,4,1,0,7,4.05,8.25,4.05,4.05,-1,0,1.4,0,2,4,1,0.01,7
counterfactual,,mature-infrastructure:repair,20,5-9,1,5,1,0,8,4.05,8.25,4.05,4.05,-1,0,0,0,2,4,1,0.01,8
counterfactual,,mature-infrastructure:repair,20,5-9,1,6,1,0,9,5.7,11.5,5.7,5.7,-1,2,1.65,2,3,6,1,0.02,9
counterfactual,,mature-infrastructure:repair,20,5-9,1,7,1,0,10,5.7,11.5,5.7,5.7,-1,0,0,0,3,6,1,0.02,10
counterfactual,,mature-infrastructure:repair,20,5-9,1,8,1,0,11,7.1,14.5,7.1,7.1,-1,0,1.4,0,4,6,2,0.02,11
counterfactual,,mature-infrastructure:repair,20,5-9,1,9,1,0,12,7.35,14.75,7.35,7.35,-1,0,0.25,0,4,6,2,0.03,12
counterfactual,,mature-infrastructure:repair,20,10-14,1,10,1,0,13,7.75,15.75,7.75,7.75,-1,0,0.4,0,5,6,2,0.03,13
counterfactual,,mature-infrastructure:repair,20,10-14,1,11,1,0,14,7.75,15.75,7.75,7.75,-1,0,0,0,5,6,2,0.03,14
counterfactual,,mature-infrastructure:repair,20,10-14,1,12,1,0,15,8.4,17,8.4,8.4,-1,0,0.65,0,6,6,2,0.04,15
counterfactual,,mature-infrastructure:repair,20,10-14,1,13,1,0,16,8.4,17,8.4,8.4,-1,0,0,0,6,6,2,0.04,16
counterfactual,,mature-infrastructure:repair,20,10-14,1,14,1,0,17,8.8,18,8.8,8.8,-1,0,0.4,0,7,6,2,0.04,17
counterfactual,,mature-infrastructure:repair,20,15-19,1,15,1,0,18,9.05,18.25,9.05,9.05,-1,0,0.25,0,7,6,2,0.05,18
counterfactual,,mature-infrastructure:repair,20,15-19,1,16,1,0,19,9.45,19.25,9.45,9.45,-1,0,0.4,0,8,6,2,0.05,19
counterfactual,,mature-infrastructure:repair,20,15-19,1,17,1,0,20,9.45,19.25,9.45,9.45,-1,0,0,0,8,6,2,0.05,20
counterfactual,,mature-infrastructure:repair,20,15-19,1,18,1,0,21,9.7,19.5,9.7,9.7,-1,0,0.25,0,8,6,2,0.06,21
counterfactual,,mature-infrastructure:repair,20,15-19,1,19,1,0,22,9.7,19.5,9.7,9.7,-1,0,0,0,8,6,2,0.06,22
counterfactual,,mature-infrastructure:repair,20,20-24,1,20,1,0,23,9.7,19.5,9.7,9.7,-1,0,0,0,8,6,2,0.06,23
counterfactual,,mature-infrastructure:repair,20,20-24,1,21,1,0,24,9.95,19.75,9.95,9.95,-1,0,0.25,0,8,6,2,0.07,24
counterfactual,,mature-infrastructure:repair,20,20-24,1,22,1,0,25,9.95,19.75,9.95,9.95,-1,0,0,0,8,6,2,0.07,25
counterfactual,,mature-infrastructure:repair,20,20-24,1,23,1,0,26,9.95,19.75,9.95,9.95,-1,0,0,0,8,6,2,0.07,26
counterfactual,,mature-infrastructure:repair,20,20-24,1,24,1,0,27,10.2,20,10.2,10.2,-1,0,0.25,0,8,6,2,0.08,27
counterfactual,,mature-infrastructure:repair,20,25+,1,25,1,0,28,10.2,20,10.2,10.2,-1,0,0,0,8,6,2,0.08,28
counterfactual,,mature-infrastructure:repair,20,25+,1,26,1,0,29,10.2,20,10.2,10.2,-1,0,0,0,8,6,2,0.08,29
counterfactual,,mature-infrastructure:repair,20,25+,1,27,1,0,30,10.45,20.25,10.45,10.45,-1,0,0.25,0,8,6,2,0.09,30
counterfactual,,mature-infrastructure:repair,20,25+,1,28,1,0,31,10.45,20.25,10.45,10.45,-1,0,0,0,8,6,2,0.09,31
counterfactual,,mature-infrastructure:repair,20,25+,1,29,1,0,32,10.45,20.25,10.45,10.45,-1,0,0,0,8,6,2,0.09,32
counterfactual,,mature-infrastructure:repair,20,25+,1,30,1,0,33,10.7,20.5,10.7,10.7,-1,0,0.25,0,8,6,2,0.1,33
counterfactual,,mature-infrastructure:defense,20,0-4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
counterfactual,,mature-infrastructure:defense,20,0-4,1,1,1,0,4,0,0,0,0,-1,0,0,0,0,0,0,0,4
counterfactual,,mature-infrastructure:defense,20,0-4,1,2,1,0,5,0.4,1,0.4,0.4,-1,0,0.4,0,1,0,0,0,5
counterfactual,,mature-infrastructure:defense,20,0-4,1,3,1,0,6,1.6,2.7,1.6,1.6,-1,1,1.2,1,1,1,0,0.028,6
counterfactual,,mature-infrastructure:defense,20,0-4,1,4,1,0,7,3,5.7,3,3,-1,0,1.4,0,2,1,1,0.028,7
counterfactual,,mature-infrastructure:defense,20,5-9,1,5,1,0,8,3,5.7,3,3,-1,0,0,0,2,1,1,0.028,8
counterfactual,,mature-infrastructure:defense,20,5-9,1,6,1,0,9,4.1,7.4,4.1,4.1,-1,0,1.1,0,3,1,1,0.056,9
counterfactual,,mature-infrastructure:defense,20,5-9,1,7,1,0,10,4.1,7.4,4.1,4.1,-1,0,0,0,3,1,1,0.056,10
counterfactual,,mature-infrastructure:defense,20,5-9,1,8,1,0,11,5.5,10.4,5.5,5.5,-1,0,1.4,0,4,1,2,0.056,11
counterfactual,,mature-infrastructure:defense,20,5-9,1,9,1,0,12,6.2,11.1,6.2,6.2,-1,0,0.7,0,4,1,2,0.084,12
counterfactual,,mature-infrastructure:defense,20,10-14,1,10,1,0,13,6.6,12.1,6.6,6.6,-1,0,0.4,0,5,1,2,0.084,13
counterfactual,,mature-infrastructure:defense,20,10-14,1,11,1,0,14,6.6,12.1,6.6,6.6,-1,0,0,0,5,1,2,0.084,14
counterfactual,,mature-infrastructure:defense,20,10-14,1,12,1,0,15,7.7,13.8,7.7,7.7,-1,0,1.1,0,6,1,2,0.112,15
counterfactual,,mature-infrastructure:defense,20,10-14,1,13,1,0,16,7.7,13.8,7.7,7.7,-1,0,0,0,6,1,2,0.112,16
counterfactual,,mature-infrastructure:defense,20,10-14,1,14,1,0,17,8.1,14.8,8.1,8.1,-1,0,0.4,0,7,1,2,0.112,17
counterfactual,,mature-infrastructure:defense,20,15-19,1,15,1,0,18,8.3,15,8.3,8.3,-1,0,0.2,0,7,1,2,0.12,18
counterfactual,,mature-infrastructure:defense,20,15-19,1,16,1,0,19,8.7,16,8.7,8.7,-1,0,0.4,0,8,1,2,0.12,19
counterfactual,,mature-infrastructure:defense,20,15-19,1,17,1,0,20,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,20
counterfactual,,mature-infrastructure:defense,20,15-19,1,18,1,0,21,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,21
counterfactual,,mature-infrastructure:defense,20,15-19,1,19,1,0,22,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,22
counterfactual,,mature-infrastructure:defense,20,20-24,1,20,1,0,23,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,23
counterfactual,,mature-infrastructure:defense,20,20-24,1,21,1,0,24,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,24
counterfactual,,mature-infrastructure:defense,20,20-24,1,22,1,0,25,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,25
counterfactual,,mature-infrastructure:defense,20,20-24,1,23,1,0,26,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,26
counterfactual,,mature-infrastructure:defense,20,20-24,1,24,1,0,27,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,27
counterfactual,,mature-infrastructure:defense,20,25+,1,25,1,0,28,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,28
counterfactual,,mature-infrastructure:defense,20,25+,1,26,1,0,29,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,29
counterfactual,,mature-infrastructure:defense,20,25+,1,27,1,0,30,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,30
counterfactual,,mature-infrastructure:defense,20,25+,1,28,1,0,31,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,31
counterfactual,,mature-infrastructure:defense,20,25+,1,29,1,0,32,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,32
counterfactual,,mature-infrastructure:defense,20,25+,1,30,1,0,33,8.7,16,8.7,8.7,-1,0,0,0,8,1,2,0.12,33
counterfactual,,mature-principle-synergy:logistics,20,0-4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
counterfactual,,mature-principle-synergy:logistics,20,0-4,1,1,1,0,4,0,0,0,0,-1,0,0,0,0,0,0,0,4
counterfactual,,mature-principle-synergy:logistics,20,0-4,1,2,1,0,5,0.69,1.725,0.69,0.69,-1,0,0.69,0,1.725,0,0,0,5
counterfactual,,mature-principle-synergy:logistics,20,0-4,1,3,1,0,6,2.44,4.475,2.44,2.44,-1,2,1.75,2,1.725,2,0,0.03,6
counterfactual,,mature-principle-synergy:logistics,20,0-4,1,4,1,0,7,4.13,8.2,4.13,4.13,-1,0,1.69,0,3.45,2,1,0.03,7
counterfactual,,mature-principle-synergy:logistics,20,5-9,1,5,1,0,8,4.13,8.2,4.13,4.13,-1,0,0,0,3.45,2,1,0.03,8
counterfactual,,mature-principle-synergy:logistics,20,5-9,1,6,1,0,9,5.07,10.175,5.07,5.07,-1,0,0.94,0,5.175,2,1,0.04,9
counterfactual,,mature-principle-synergy:logistics,20,5-9,1,7,1,0,10,5.07,10.175,5.07,5.07,-1,0,0,0,5.175,2,1,0.04,10
counterfactual,,mature-principle-synergy:logistics,20,5-9,1,8,1,0,11,6.76,13.9,6.76,6.76,-1,0,1.69,0,6.9,2,2,0.04,11
counterfactual,,mature-principle-synergy:logistics,20,5-9,1,9,1,0,12,7.01,14.15,7.01,7.01,-1,0,0.25,0,6.9,2,2,0.05,12
counterfactual,,mature-principle-synergy:logistics,20,10-14,1,10,1,0,13,7.45,15.25,7.45,7.45,-1,0,0.44,0,8,2,2,0.05,13
counterfactual,,mature-principle-synergy:logistics,20,10-14,1,11,1,0,14,7.45,15.25,7.45,7.45,-1,0,0,0,8,2,2,0.05,14
counterfactual,,mature-principle-synergy:logistics,20,10-14,1,12,1,0,15,7.7,15.5,7.7,7.7,-1,0,0.25,0,8,2,2,0.06,15
counterfactual,,mature-principle-synergy:logistics,20,10-14,1,13,1,0,16,7.7,15.5,7.7,7.7,-1,0,0,0,8,2,2,0.06,16
counterfactual,,mature-principle-synergy:logistics,20,10-14,1,14,1,0,17,7.7,15.5,7.7,7.7,-1,0,0,0,8,2,2,0.06,17
counterfactual,,mature-principle-synergy:logistics,20,15-19,1,15,1,0,18,7.95,15.75,7.95,7.95,-1,0,0.25,0,8,2,2,0.07,18
counterfactual,,mature-principle-synergy:logistics,20,15-19,1,16,1,0,19,7.95,15.75,7.95,7.95,-1,0,0,0,8,2,2,0.07,19
counterfactual,,mature-principle-synergy:logistics,20,15-19,1,17,1,0,20,7.95,15.75,7.95,7.95,-1,0,0,0,8,2,2,0.07,20
counterfactual,,mature-principle-synergy:logistics,20,15-19,1,18,1,0,21,8.2,16,8.2,8.2,-1,0,0.25,0,8,2,2,0.08,21
counterfactual,,mature-principle-synergy:logistics,20,15-19,1,19,1,0,22,8.2,16,8.2,8.2,-1,0,0,0,8,2,2,0.08,22
counterfactual,,mature-principle-synergy:logistics,20,20-24,1,20,1,0,23,8.2,16,8.2,8.2,-1,0,0,0,8,2,2,0.08,23
counterfactual,,mature-principle-synergy:logistics,20,20-24,1,21,1,0,24,8.45,16.25,8.45,8.45,-1,0,0.25,0,8,2,2,0.09,24
counterfactual,,mature-principle-synergy:logistics,20,20-24,1,22,1,0,25,8.45,16.25,8.45,8.45,-1,0,0,0,8,2,2,0.09,25
counterfactual,,mature-principle-synergy:logistics,20,20-24,1,23,1,0,26,8.45,16.25,8.45,8.45,-1,0,0,0,8,2,2,0.09,26
counterfactual,,mature-principle-synergy:logistics,20,20-24,1,24,1,0,27,8.7,16.5,8.7,8.7,-1,0,0.25,0,8,2,2,0.1,27
counterfactual,,mature-principle-synergy:logistics,20,25+,1,25,1,0,28,8.7,16.5,8.7,8.7,-1,0,0,0,8,2,2,0.1,28
counterfactual,,mature-principle-synergy:logistics,20,25+,1,26,1,0,29,8.7,16.5,8.7,8.7,-1,0,0,0,8,2,2,0.1,29
counterfactual,,mature-principle-synergy:logistics,20,25+,1,27,1,0,30,8.95,16.75,8.95,8.95,-1,0,0.25,0,8,2,2,0.11,30
counterfactual,,mature-principle-synergy:logistics,20,25+,1,28,1,0,31,8.95,16.75,8.95,8.95,-1,0,0,0,8,2,2,0.11,31
counterfactual,,mature-principle-synergy:logistics,20,25+,1,29,1,0,32,8.95,16.75,8.95,8.95,-1,0,0,0,8,2,2,0.11,32
counterfactual,,mature-principle-synergy:logistics,20,25+,1,30,1,0,33,9.2,17,9.2,9.2,-1,0,0.25,0,8,2,2,0.12,33
counterfactual,,mature-principle-synergy:repair,20,0-4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
counterfactual,,mature-principle-synergy:repair,20,0-4,1,1,1,0,4,0,0,0,0,-1,0,0,0,0,0,0,0,4
counterfactual,,mature-principle-synergy:repair,20,0-4,1,2,1,0,5,0.46,1.15,0.46,0.46,-1,0,0.46,0,1.15,0,0,0,5
counterfactual,,mature-principle-synergy:repair,20,0-4,1,3,1,0,6,3.71,6.9,3.71,3.71,-1,5,3.25,5,1.15,5,0,0.03,6
counterfactual,,mature-principle-synergy:repair,20,0-4,1,4,1,0,7,5.17,10.05,5.17,5.17,-1,0,1.46,0,2.3,5,1,0.03,7
counterfactual,,mature-principle-synergy:repair,20,5-9,1,5,1,0,8,5.17,10.05,5.17,5.17,-1,0,0,0,2.3,5,1,0.03,8
counterfactual,,mature-principle-synergy:repair,20,5-9,1,6,1,0,9,6.38,12.45,6.38,6.38,-1,1,1.21,1,3.45,6,1,0.04,9
counterfactual,,mature-principle-synergy:repair,20,5-9,1,7,1,0,10,6.38,12.45,6.38,6.38,-1,0,0,0,3.45,6,1,0.04,10
counterfactual,,mature-principle-synergy:repair,20,5-9,1,8,1,0,11,7.84,15.6,7.84,7.84,-1,0,1.46,0,4.6,6,2,0.04,11
counterfactual,,mature-principle-synergy:repair,20,5-9,1,9,1,0,12,8.09,15.85,8.09,8.09,-1,0,0.25,0,4.6,6,2,0.05,12
counterfactual,,mature-principle-synergy:repair,20,10-14,1,10,1,0,13,8.55,17,8.55,8.55,-1,0,0.46,0,5.75,6,2,0.05,13
counterfactual,,mature-principle-synergy:repair,20,10-14,1,11,1,0,14,8.55,17,8.55,8.55,-1,0,0,0,5.75,6,2,0.05,14
counterfactual,,mature-principle-synergy:repair,20,10-14,1,12,1,0,15,9.26,18.4,9.26,9.26,-1,0,0.71,0,6.9,6,2,0.06,15
counterfactual,,mature-principle-synergy:repair,20,10-14,1,13,1,0,16,9.26,18.4,9.26,9.26,-1,0,0,0,6.9,6,2,0.06,16
counterfactual,,mature-principle-synergy:repair,20,10-14,1,14,1,0,17,9.7,19.5,9.7,9.7,-1,0,0.44,0,8,6,2,0.06,17
counterfactual,,mature-principle-synergy:repair,20,15-19,1,15,1,0,18,9.95,19.75,9.95,9.95,-1,0,0.25,0,8,6,2,0.07,18
counterfactual,,mature-principle-synergy:repair,20,15-19,1,16,1,0,19,9.95,19.75,9.95,9.95,-1,0,0,0,8,6,2,0.07,19
counterfactual,,mature-principle-synergy:repair,20,15-19,1,17,1,0,20,9.95,19.75,9.95,9.95,-1,0,0,0,8,6,2,0.07,20
counterfactual,,mature-principle-synergy:repair,20,15-19,1,18,1,0,21,10.2,20,10.2,10.2,-1,0,0.25,0,8,6,2,0.08,21
counterfactual,,mature-principle-synergy:repair,20,15-19,1,19,1,0,22,10.2,20,10.2,10.2,-1,0,0,0,8,6,2,0.08,22
counterfactual,,mature-principle-synergy:repair,20,20-24,1,20,1,0,23,10.2,20,10.2,10.2,-1,0,0,0,8,6,2,0.08,23
counterfactual,,mature-principle-synergy:repair,20,20-24,1,21,1,0,24,10.45,20.25,10.45,10.45,-1,0,0.25,0,8,6,2,0.09,24
counterfactual,,mature-principle-synergy:repair,20,20-24,1,22,1,0,25,10.45,20.25,10.45,10.45,-1,0,0,0,8,6,2,0.09,25
counterfactual,,mature-principle-synergy:repair,20,20-24,1,23,1,0,26,10.45,20.25,10.45,10.45,-1,0,0,0,8,6,2,0.09,26
counterfactual,,mature-principle-synergy:repair,20,20-24,1,24,1,0,27,10.7,20.5,10.7,10.7,-1,0,0.25,0,8,6,2,0.1,27
counterfactual,,mature-principle-synergy:repair,20,25+,1,25,1,0,28,10.7,20.5,10.7,10.7,-1,0,0,0,8,6,2,0.1,28
counterfactual,,mature-principle-synergy:repair,20,25+,1,26,1,0,29,10.7,20.5,10.7,10.7,-1,0,0,0,8,6,2,0.1,29
counterfactual,,mature-principle-synergy:repair,20,25+,1,27,1,0,30,10.95,20.75,10.95,10.95,-1,0,0.25,0,8,6,2,0.11,30
counterfactual,,mature-principle-synergy:repair,20,25+,1,28,1,0,31,10.95,20.75,10.95,10.95,-1,0,0,0,8,6,2,0.11,31
counterfactual,,mature-principle-synergy:repair,20,25+,1,29,1,0,32,10.95,20.75,10.95,10.95,-1,0,0,0,8,6,2,0.11,32
counterfactual,,mature-principle-synergy:repair,20,25+,1,30,1,0,33,11.2,21,11.2,11.2,-1,0,0.25,0,8,6,2,0.12,33
counterfactual,,mature-principle-synergy:defense,20,0-4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
counterfactual,,mature-principle-synergy:defense,20,0-4,1,1,1,0,4,0,0,0,0,-1,0,0,0,0,0,0,0,4
counterfactual,,mature-principle-synergy:defense,20,0-4,1,2,1,0,5,0.46,1.15,0.46,0.46,-1,0,0.46,0,1.15,0,0,0,5
counterfactual,,mature-principle-synergy:defense,20,0-4,1,3,1,0,6,2.66,4.35,2.66,2.66,-1,2,2.2,2,1.15,2,0,0.048,6
counterfactual,,mature-principle-synergy:defense,20,0-4,1,4,1,0,7,4.12,7.5,4.12,4.12,-1,0,1.46,0,2.3,2,1,0.048,7
counterfactual,,mature-principle-synergy:defense,20,5-9,1,5,1,0,8,4.12,7.5,4.12,4.12,-1,0,0,0,2.3,2,1,0.048,8
counterfactual,,mature-principle-synergy:defense,20,5-9,1,6,1,0,9,5.28,9.35,5.28,5.28,-1,0,1.16,0,3.45,2,1,0.076,9
counterfactual,,mature-principle-synergy:defense,20,5-9,1,7,1,0,10,5.28,9.35,5.28,5.28,-1,0,0,0,3.45,2,1,0.076,10
counterfactual,,mature-principle-synergy:defense,20,5-9,1,8,1,0,11,6.74,12.5,6.74,6.74,-1,0,1.46,0,4.6,2,2,0.076,11
counterfactual,,mature-principle-synergy:defense,20,5-9,1,9,1,0,12,7.44,13.2,7.44,7.44,-1,0,0.7,0,4.6,2,2,0.104,12
counterfactual,,mature-principle-synergy:defense,20,10-14,1,10,1,0,13,7.9,14.35,7.9,7.9,-1,0,0.46,0,5.75,2,2,0.104,13
counterfactual,,mature-principle-synergy:defense,20,10-14,1,11,1,0,14,7.9,14.35,7.9,7.9,-1,0,0,0,5.75,2,2,0.104,14
counterfactual,,mature-principle-synergy:defense,20,10-14,1,12,1,0,15,8.76,15.9,8.76,8.76,-1,0,0.86,0,6.9,2,2,0.12,15
counterfactual,,mature-principle-synergy:defense,20,10-14,1,13,1,0,16,8.76,15.9,8.76,8.76,-1,0,0,0,6.9,2,2,0.12,16
counterfactual,,mature-principle-synergy:defense,20,10-14,1,14,1,0,17,9.2,17,9.2,9.2,-1,0,0.44,0,8,2,2,0.12,17
counterfactual,,mature-principle-synergy:defense,20,15-19,1,15,1,0,18,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,18
counterfactual,,mature-principle-synergy:defense,20,15-19,1,16,1,0,19,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,19
counterfactual,,mature-principle-synergy:defense,20,15-19,1,17,1,0,20,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,20
counterfactual,,mature-principle-synergy:defense,20,15-19,1,18,1,0,21,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,21
counterfactual,,mature-principle-synergy:defense,20,15-19,1,19,1,0,22,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,22
counterfactual,,mature-principle-synergy:defense,20,20-24,1,20,1,0,23,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,23
counterfactual,,mature-principle-synergy:defense,20,20-24,1,21,1,0,24,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,24
counterfactual,,mature-principle-synergy:defense,20,20-24,1,22,1,0,25,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,25
counterfactual,,mature-principle-synergy:defense,20,20-24,1,23,1,0,26,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,26
counterfactual,,mature-principle-synergy:defense,20,20-24,1,24,1,0,27,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,27
counterfactual,,mature-principle-synergy:defense,20,25+,1,25,1,0,28,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,28
counterfactual,,mature-principle-synergy:defense,20,25+,1,26,1,0,29,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,29
counterfactual,,mature-principle-synergy:defense,20,25+,1,27,1,0,30,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,30
counterfactual,,mature-principle-synergy:defense,20,25+,1,28,1,0,31,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,31
counterfactual,,mature-principle-synergy:defense,20,25+,1,29,1,0,32,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,32
counterfactual,,mature-principle-synergy:defense,20,25+,1,30,1,0,33,9.2,17,9.2,9.2,-1,0,0,0,8,2,2,0.12,33
